,name,rating,sub_region,year,price_DKK,total_ratings,total_reviews,light-bold,smooth-tannic,dry-sweet,soft-acidic,winery,light-bold-cat,smooth-tannic-cat,dry-sweet-cat,soft-acidic-cat,region,cardinal_1,cardinal_2
137,Il Carrubo ,4.3,Terre Siciliane,2018,375 ,27,91.0,0.8085559999999999,0.36546300000000004,0.231508,0.235742,Vinding Montecarrubo,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
138,Antigua Monica di Sardegna ,3.6,Monica di Sardegna,2018,106 ,68,78.0,0.6303360000000001,0.360043,0.241624,0.293348,Santadi,semi bold,semi smooth,semi dry,semi soft,Sardegna,West,West
139,Aglaea Nerello Mascalese ,4.0,Terre Siciliane,2018,149 ,241,96.0,0.6667350000000001,0.392192,0.17938199999999999,0.31780500000000006,Tenuta di Aglaea,semi bold,semi smooth,semi dry,semi soft,Sicilia,South,South
140,Lillovè Cannonau di Sardegna ,3.6,Cannonau di Sardegna,2018,139 ,70,158.0,0.624694,0.367737,0.0199064,0.403909,Gabbas,semi bold,semi smooth,dry,semi soft,Sardegna,West,West
141,Il Passo Nerello Mascalese ,3.8,Terre Siciliane,2018,61 ,125,315.0,0.7643840000000001,0.397415,0.28363499999999997,0.253581,Zabu,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
142,Primitivo ,3.7,Puglia,2018,82.34 ,1552,164.0,0.464335,0.318901,0.32991,0.27261199999999997,F. Corbelli,semi light,semi smooth,semi sweet,semi soft,Puglia,East,South-east
143,Negroamaro ,4.0,Puglia,2018,33.92 ,1818,267.0,0.644519,0.35783299999999996,0.295777,0.285068,Fauno,semi bold,semi smooth,semi sweet,semi soft,Puglia,East,South-east
144,Primitivo Salento ,3.5,Salento,2018,36.42 ,1182,798.0,0.626271,0.229396,0.32510599999999995,0.150102,Caleo,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
145,Castlé Barbera d'Alba ,4.0,Barbera d'Alba,2018,101.12 ,53,66.0,0.507028,0.175472,0.121606,0.584761,Barale Fratelli,semi light,smooth,dry,semi acidic,Piemonte,North,North-west
146,Federico Sangiovese Superiore ,3.6,Romagna,2018,81.95 ,206,91.0,0.586727,0.46424,0.091836,0.320181,Pandolfa,semi bold,semi tannic,dry,semi soft,Emilia Romagna,North,North
147,Appassite ,4.1,Puglia,2018,69 ,603,971.0,0.825,0.34381300000000004,0.35688000000000003,0.183998,Nero Grande,bold,semi smooth,semi sweet,soft,Puglia,East,South-east
148,Nero d'Avola ,3.6,Terre Siciliane,2018,80.83 ,797,450.0,0.705538,0.390047,0.25943,0.299017,Barone Montalto,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
149,Susumaniello ,4.2,Puglia,2018,81.38 ,1721,1198.0,0.825,0.350306,0.35876800000000003,0.19424399999999997,Masca del Tacco,bold,semi smooth,semi sweet,soft,Puglia,East,South-east
150,La Masserietta Primitivo di Manduria ,3.6,Primitivo di Manduria,2018,109 ,26,26.0,0.66997,0.143521,0.40928999999999993,0.05715970000000001,Cantolio,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
151,Primitivo Appassimento ,4.4,Terre Siciliane,2018,192.92 ,90,49.0,0.703737,0.121892,0.48539499999999997,0.0695322,Amarama,bold,smooth,sweet,soft,Sicilia,South,South
152,Cabernet Franc ,3.2,Toscana,2018,220 ,42,50.0,0.41763999999999996,0.428897,0.056745800000000006,0.41853999999999997,Ampeleia,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
153,Chianti Classico ,3.7,Chianti Classico,2018,115 ,34,239.0,0.438466,0.57675,0.020796900000000004,0.615487,Bibbiano,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
154,Borrigiano  Val d'Arno di Sopra ,3.6,Toscana,2018,230 ,126,59.0,0.409929,0.302988,0.155838,0.42777099999999996,Il Borro,semi light,semi smooth,semi dry,semi acidic,Toscana,North,North-west
155,Nero di Troia ,4.1,Puglia,2018,69 ,188,1295.0,0.825,0.30269799999999997,0.234152,0.18057600000000001,Corsiero Nero,bold,semi smooth,semi dry,soft,Puglia,East,South-east
156,Aglaea Nerello Mascalese ,4.0,Terre Siciliane,2018,149 ,241,96.0,0.6667350000000001,0.392192,0.17938199999999999,0.31780500000000006,Tenuta di Aglaea,semi bold,semi smooth,semi dry,semi soft,Sicilia,South,South
157,Barbera Appassimento ,4.0,Piemonte,2018,90 ,406,510.0,0.5397120000000001,0.151617,0.213112,0.587904,Ricossa,semi bold,smooth,semi dry,semi acidic,Piemonte,North,North-west
158,Rosso ,3.6,Puglia,2018,61.66 ,2552,308.0,0.4525,0.35127600000000003,0.308089,0.32652099999999995,Miluna,semi light,semi smooth,semi sweet,semi soft,Puglia,East,South-east
159,Fantini Montepulciano d'Abruzzo ,3.6,Montepulciano d'Abruzzo,2018,87.50 ,657,1393.0,0.315282,0.33925400000000006,0.0156318,0.588326,Farnese,light,semi smooth,dry,semi acidic,Abruzzo,East,East
160,Ostuni ,4.0,Puglia,2018,44.32 ,1552,461.0,0.723241,0.29253799999999996,0.36444200000000004,0.187255,Montedidio,bold,semi smooth,semi sweet,soft,Puglia,East,South-east
161,Nebbiolo Langhe Capisme-e ,3.8,Langhe,2018,149 ,85,74.0,0.627401,0.718138,0.053233300000000004,0.8155509999999999,Domenico Clerico,semi bold,tannic,dry,acidic,Piemonte,North,North-west
162,Sangiovese Toscana ,3.8,Toscana,2018,97 ,1550,1038.0,0.409092,0.316875,0.04279610000000001,0.40207299999999996,Caparzo,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
163,Red Zinfandel ,3.9,Puglia,2018,115 ,489,217.0,0.657037,0.163491,0.49940399999999996,0.060094499999999995,Chunky,semi bold,smooth,sweet,soft,Puglia,East,South-east
164,Boira' Sangiovese ,3.5,Marche,2018,109 ,923,305.0,0.410871,0.338688,0.06661239999999999,0.392143,Cantine Volpi,semi light,semi smooth,dry,semi soft,Marche,East,East
165,Moma Rosso ,3.8,Emilia,2018,135 ,51,271.0,0.43666699999999997,0.342037,0.0667431,0.403846,Umberto Cesari,semi light,semi smooth,dry,semi soft,Emilia Romagna,North,North
166,Zinfandel ,3.8,Puglia,2018,68 ,75,55.0,0.711437,0.31459400000000004,0.400539,0.219617,No Bull,bold,semi smooth,semi sweet,semi soft,Puglia,East,South-east
167,Negroamaro ,3.9,Puglia,2018,104.17 ,150,95.0,0.805455,0.337314,0.25217,0.22198,Integro,bold,semi smooth,semi dry,semi soft,Puglia,East,South-east
168,Aglianico Campania Rue Dell'Inchiostro ,3.8,Campania,2018,79 ,153,192.0,0.801287,0.39696999999999993,0.312012,0.254192,Nativ,bold,semi smooth,semi sweet,semi soft,Campania,South,South-west
169,Nebbiolo Langhe Capisme-e ,3.8,Langhe,2018,149 ,85,74.0,0.627401,0.718138,0.053233300000000004,0.8155509999999999,Domenico Clerico,semi bold,tannic,dry,acidic,Piemonte,North,North-west
170,Pillastro Primitivo Puglia ,4.2,Puglia,2018,69 ,1281,2071.0,0.654438,0.15407,0.38707500000000006,0.0663222,Cantine due Palme,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
171,Zinfandel ,3.8,Puglia,2018,68 ,75,55.0,0.711437,0.31459400000000004,0.400539,0.219617,No Bull,bold,semi smooth,semi sweet,semi soft,Puglia,East,South-east
172,Frappato ,3.3,Terre Siciliane,2018,105 ,244,205.0,0.653729,0.366361,0.218616,0.33935099999999996,Santa Tresa,semi bold,semi smooth,semi dry,semi soft,Sicilia,South,South
173,Costera ,3.6,Cannonau di Sardegna,2018,99 ,82,1388.0,0.645166,0.369891,0.064103,0.418667,Argiolas,semi bold,semi smooth,dry,semi acidic,Sardegna,West,West
174,Fonterutoli Chianti Classico ,3.9,Chianti Classico,2018,195 ,158,1974.0,0.429159,0.522979,0.019994699999999997,0.598187,Mazzei,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
175,La Masserietta Primitivo di Manduria ,3.6,Primitivo di Manduria,2018,109 ,26,26.0,0.66997,0.143521,0.40928999999999993,0.05715970000000001,Cantolio,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
176,Negroamaro ,3.9,Puglia,2018,104.17 ,151,95.0,0.805455,0.337314,0.25217,0.22198,Integro,bold,semi smooth,semi dry,semi soft,Puglia,East,South-east
177,Trefilari Primitivo ,4.2,Salento,2018,79.18 ,221,70.0,0.570473,0.21209499999999998,0.381892,0.121723,Cantina Sampietrana,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
178,Primitivo ,4.0,Salento,2018,64.95 ,6689,2259.0,0.61066,0.172299,0.425432,0.091158,Doppio Passo,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
179,Moi Primitivo Puglia ,3.5,Puglia,2018,76.06 ,100,150.0,0.588704,0.204361,0.33628300000000005,0.15831099999999998,Varvaglione,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
180,Talò Primitivo - Merlot ,4.0,Tarantino,2018,77.47 ,202,219.0,0.758942,0.350094,0.302066,0.215928,San Marzano,bold,semi smooth,semi sweet,semi soft,Puglia,East,South-east
181,Barbera d'Alba ,3.9,Barbera d'Alba,2018,110.24 ,325,289.0,0.534372,0.18060400000000001,0.0395117,0.631444,Cordero di Montezemolo,semi bold,smooth,dry,acidic,Piemonte,North,North-west
182,Appassimento ,3.6,Puglia,2018,59 ,74,15.0,0.822533,0.31396700000000005,0.275717,0.26938300000000004,Marosso,bold,semi smooth,semi dry,semi soft,Puglia,East,South-east
183,Tenuta la Gabbiola Chianti Classico ,3.9,Chianti Classico,2018,199 ,39,73.0,0.468278,0.584641,0.061197,0.591013,San Michele a Torri,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
184,Terrazze Pinot Nero ,3.8,Provincia di Pavia,2018,159 ,39,47.0,0.269612,0.20791,0.0,0.638941,Mazzolino,light,smooth,dry,acidic,Lombardia,North,North
185,Maturo Primitivo ,3.7,Primitivo di Manduria,2018,48.43 ,1387,185.0,0.471263,0.241507,0.376632,0.22543600000000003,Brondello,semi light,smooth,semi sweet,semi soft,Puglia,East,South-east
186,Appassimento Rosso ,4.2,Terre Siciliane,2018,89.17 ,754,381.0,0.825,0.34044,0.40273800000000004,0.183145,Luna Argenta,bold,semi smooth,semi sweet,soft,Sicilia,South,South
187,Fantini Sangiovese Terre di Chieti ,3.7,Terre di Chieti,2018,84.17 ,834,995.0,0.42370199999999997,0.328743,0.06532639999999999,0.403992,Farnese,semi light,semi smooth,dry,semi soft,Abruzzo,East,East
188,Bolgheri Rosso ,3.9,Bolgheri,2018,126.63 ,398,564.0,0.647434,0.605491,0.081446,0.484657,Tenuta Campo al Mare,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
189,Primitivo ,4.2,Salento,2018,66.29 ,209,274.0,0.620151,0.18773700000000001,0.42597,0.07818,Mocavero,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
190,Boira' Sangiovese ,3.5,Marche,2018,109 ,923,305.0,0.410871,0.338688,0.06661239999999999,0.392143,Cantine Volpi,semi light,semi smooth,dry,semi soft,Marche,East,East
191,Rosso Veneto ,4.0,Veneto,2018,49.83 ,1259,3081.0,0.6522530000000001,0.329102,0.17922899999999997,0.1968,Gran Passione,semi bold,semi smooth,semi dry,soft,Veneto,North,North-east
192,Rèmole Rosso ,3.7,Toscana,2018,46.18 ,2953,1798.0,0.39832700000000004,0.35965800000000003,0.0066615,0.42363300000000004,Frescobaldi,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
193,Elena Barbera d'Alba ,3.8,Barbera d'Alba,2018,197 ,37,10.0,0.4586,0.127371,0.05302860000000001,0.600614,Fenocchio Renato,semi light,smooth,dry,semi acidic,Piemonte,North,North-west
194,Tenuta Guado al Tasso Cont'Ugo Bolgheri ,4.1,Bolgheri,2018,290.49 ,49,606.0,0.622295,0.624633,0.0708812,0.504123,Antinori,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
195,Negroamaro ,3.8,Salento,2018,98.08 ,1335,499.0,0.744843,0.356226,0.289423,0.232663,Il Pumo,bold,semi smooth,semi dry,semi soft,Puglia,East,South-east
196,Rosso Dei Notri Toscana ,3.8,Toscana,2018,113.26 ,297,847.0,0.46401699999999996,0.37660400000000005,0.0506872,0.432203,Tua Rita,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
197,Aglianico Campania Rue Dell'Inchiostro ,3.8,Campania,2018,79 ,154,192.0,0.801287,0.39696999999999993,0.312012,0.254192,Nativ,bold,semi smooth,semi sweet,semi soft,Campania,South,South-west
198,Leonardo Toscana Rosso ,3.5,Toscana,2018,65.55 ,80,51.0,0.36363799999999996,0.385122,0.0,0.450086,Cantine Leonardo da Vinci,light,semi smooth,dry,semi acidic,Toscana,North,North-west
199,Bolgheri ,3.6,Bolgheri,2018,122.83 ,247,369.0,0.618346,0.6547719999999999,0.009190099999999996,0.533079,Michele Satta,semi bold,tannic,dry,semi acidic,Toscana,North,North-west
200,Nero D'Avola - Frappato Sicilia SP ,3.9,Terre Siciliane,2018,122.68 ,1738,1670.0,0.739642,0.40234499999999995,0.214939,0.34612699999999996,Occhipinti,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
201,Cannonau di Sardegna ,3.4,Cannonau di Sardegna,2018,99 ,565,366.0,0.6202679999999999,0.38765099999999997,0.015004400000000003,0.41639200000000004,Sella & Mosca,semi bold,semi smooth,dry,semi soft,Sardegna,West,West
202,Casamatta Toscana  Rosso ,3.5,Toscana,2018,83.27 ,910,695.0,0.396095,0.35962099999999997,0.027069300000000008,0.44121299999999997,Bibi Graetz,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
203,Morellino di Scansano ,3.4,Morellino di Scansano,2018,74.49 ,35,17.0,0.5383290000000001,0.42938699999999996,0.0,0.306791,Le Lupinaie,semi bold,semi smooth,dry,semi soft,Toscana,North,North-west
204,Valpolicella Superiore ,3.9,Valpolicella,2018,86.33 ,88,553.0,0.422926,0.28535,0.128831,0.519484,Allegrini,semi light,semi smooth,dry,semi acidic,Veneto,North,North-east
205,Briccotondo Barbera ,3.6,Piemonte,2018,64.11 ,1344,1357.0,0.51758,0.185249,0.033168699999999995,0.610322,Fontanafredda,semi light,smooth,dry,semi acidic,Piemonte,North,North-west
206,Revò Limited Edition Petit Verdot ,3.9,Lazio,2018,99 ,87,3.0,0.414024,0.285976,0.216463,0.42622,Montemajor,semi light,semi smooth,semi dry,semi acidic,Lazio,West,West
207,Primitivo Salento Pilùna ,4.0,Salento,2018,51.73 ,1332,762.0,0.6371769999999999,0.208457,0.378868,0.114316,Castello Monaci,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
208,Tenuta la Gabbiola Chianti Classico ,3.9,Chianti Classico,2018,199 ,39,73.0,0.468278,0.584641,0.061197,0.591013,San Michele a Torri,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
209,Primitivo I Muri ,3.8,Puglia,2018,47.81 ,934,1174.0,0.635026,0.19377,0.39454700000000004,0.10758100000000001,Vigneti del Salento,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
210,Ebbio Nebbiolo Langhe ,3.5,Langhe,2018,85.72 ,1388,823.0,0.6069,0.7882640000000001,0.0,0.825,Fontanafredda,semi bold,tannic,dry,acidic,Piemonte,North,North-west
211,Valpolicella Classico ,3.1,Valpolicella Classico,2018,56.57 ,36,31.0,0.40446999999999994,0.30036700000000005,0.187826,0.530774,Vaona,semi light,semi smooth,semi dry,semi acidic,Veneto,North,North-east
212,Pinot Nero Dolomiti ,3.7,Vigneti delle Dolomiti,2018,102.05 ,52,84.0,0.23159000000000002,0.186801,0.0,0.63291,Pojer e Sandri,light,smooth,dry,acidic,Veneto,North,North-east
213,ZFD Appassimento ,3.8,Puglia,2018,75 ,193,119.0,0.8108629999999999,0.32335099999999994,0.34433100000000005,0.197016,Savoni,bold,semi smooth,semi sweet,soft,Puglia,East,South-east
214,Nanfrè Valpolicella ,3.6,Valpolicella,2018,73.67 ,171,283.0,0.413705,0.325374,0.09470700000000001,0.517431,Tenuta Sant'Antonio,semi light,semi smooth,dry,semi acidic,Veneto,North,North-east
215,Morellino di Scansano ,3.7,Morellino di Scansano,2018,129 ,80,57.0,0.403476,0.31028599999999995,0.082034,0.443856,LaSelva,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
216,Rubesco Rosso di Torgiano ,3.6,Torgiano,2018,67.04 ,101,720.0,0.457896,0.420306,0.04726189999999999,0.43532600000000005,Lungarotti,semi light,semi smooth,dry,semi acidic,Umbria,Central,Central
217,Morellino di Scansano Santa Maria ,3.8,Morellino di Scansano,2018,66.29 ,93,121.0,0.396073,0.380227,0.09985200000000001,0.409524,Frescobaldi,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
218,Valpolicella Ripasso Classico Superiore ,3.7,Valpolicella Ripasso,2018,99 ,414,98.0,0.6340210000000001,0.359005,0.303354,0.204377,Cantina Valpolicella Negrar,semi bold,semi smooth,semi sweet,soft,Veneto,North,North-east
219,Nèprica Negroamaro ,3.5,Puglia,2018,95.60 ,344,61.0,0.671608,0.32982100000000003,0.232409,0.381784,Tormaresca,semi bold,semi smooth,semi dry,semi soft,Puglia,East,South-east
220,Castlé Barbera d'Alba ,4.0,Barbera d'Alba,2018,101.12 ,53,66.0,0.507028,0.175472,0.121606,0.584761,Barale Fratelli,semi light,smooth,dry,semi acidic,Piemonte,North,North-west
221,Passivento Rosso ,4.0,Terre Siciliane,2018,102 ,2490,1103.0,0.7447399999999998,0.330456,0.44252800000000003,0.210002,Barone Montalto,bold,semi smooth,sweet,soft,Sicilia,South,South
222,Desire Lush & Zin Primitivo ,4.2,Puglia,2018,98.07 ,2389,1032.0,0.6419790000000001,0.162028,0.42670499999999995,0.08329800000000001,Pasqua,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
223,Baluma Nebbiolo d'Alba ,3.8,Piemonte,2018,127.60 ,63,66.0,0.614439,0.825,0.0,0.825,Diego Conterno,semi bold,tannic,dry,acidic,Piemonte,North,North-west
224,Negroamaro Illivia Salento ,3.8,Salento,2018,44.69 ,27,21.0,0.7480559999999999,0.330028,0.244528,0.22994299999999998,Leone de Castris,bold,semi smooth,semi dry,semi soft,Puglia,East,South-east
225,Chianti ,3.5,Chianti,2018,66.50 ,3159,2054.0,0.38413,0.5349860000000001,0.0020082999999999985,0.608087,Ruffino,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
226,Susumaniello ,4.2,Puglia,2018,81.38 ,1721,1198.0,0.825,0.350306,0.35876800000000003,0.19424399999999997,Masca del Tacco,bold,semi smooth,semi sweet,soft,Puglia,East,South-east
227,Appassimento ,3.7,Terre Siciliane,2018,95 ,166,90.0,0.75143,0.32365099999999997,0.210742,0.197806,Purato,bold,semi smooth,semi dry,soft,Sicilia,South,South
228,Red Zinfandel ,3.9,Puglia,2018,115 ,488,217.0,0.657037,0.163491,0.49940399999999996,0.060094499999999995,Chunky,semi bold,smooth,sweet,soft,Puglia,East,South-east
229,Podere della Filandra Chianti ,3.6,Chianti,2018,115 ,40,57.0,0.408197,0.584629,0.0,0.6254080000000001,Buccia Nera,semi light,semi tannic,dry,acidic,Toscana,North,North-west
230,Chianti ,3.7,Chianti,2018,79 ,171,319.0,0.42660800000000004,0.521932,0.0017243999999999992,0.637991,Collezione di Paolo,semi light,semi tannic,dry,acidic,Toscana,North,North-west
231,Terre di Giumara Nero d'Avola ,3.5,Terre Siciliane,2018,57.35 ,286,317.0,0.818874,0.35579900000000003,0.229772,0.221652,Caruso & Minini,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
232,Pian Scorrone Barbera d'Asti ,3.6,Barbera d'Asti,2018,72.47 ,43,51.0,0.504614,0.218798,0.110334,0.577744,Il Falchetto,semi light,smooth,dry,semi acidic,Piemonte,North,North-west
233,Chianti Classico ,3.7,Chianti Classico,2018,115 ,34,239.0,0.438466,0.57675,0.020796900000000004,0.615487,Bibbiano,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
234,Gaglioppo ,3.9,Calabria,2018,70.76 ,72,151.0,0.782063,0.38123199999999996,0.25813400000000003,0.294213,Statti,bold,semi smooth,semi dry,semi soft,Calabria,South,South-west
235,Chianti ,3.3,Chianti,2018,95 ,368,586.0,0.398446,0.523937,0.0,0.617481,Fontella,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
236,Sangaetano Primitivo di Manduria ,3.9,Primitivo di Manduria,2018,65.55 ,921,466.0,0.646881,0.160426,0.433194,0.085108,Cantine due Palme,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
237,Santa Lucia Bardolino Superiore ,3.8,Bardolino Superiore,2018,101 ,78,35.0,0.59375,0.445242,0.13732,0.33368000000000003,Cavalchina,semi bold,semi smooth,dry,semi soft,Veneto,North,North-east
238,Valpolicella Classico ,3.3,Valpolicella Classico,2018,95 ,65,30.0,0.42075,0.28015,0.10553699999999999,0.49515,Begali Lorenzo,semi light,semi smooth,dry,semi acidic,Veneto,North,North-east
239,Vernaiolo Chianti ,3.6,Chianti,2018,62.57 ,331,304.0,0.378253,0.522139,0.0159293,0.594175,Rocca delle Macìe,light,semi tannic,dry,semi acidic,Toscana,North,North-west
240,Primitivo ,3.8,Salento,2018,61.08 ,3816,858.0,0.613205,0.212814,0.367143,0.147396,Il Pumo,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
241,Fichimori ,3.6,Salento,2018,69.76 ,292,111.0,0.568341,0.27161799999999997,0.301147,0.31033,Tormaresca,semi bold,semi smooth,semi sweet,semi soft,Puglia,East,South-east
242,Nebbiolo Langhe Ginestrino ,3.8,Langhe,2018,154.19 ,80,188.0,0.620276,0.733542,0.014443900000000003,0.7781629999999999,Conterno Fantino,semi bold,tannic,dry,acidic,Piemonte,North,North-west
243,Bramé Barbera d'Alba ,3.8,Barbera d'Alba,2018,85.66 ,37,23.0,0.459186,0.259441,0.270333,0.507255,Deltetto,semi light,smooth,semi dry,semi acidic,Piemonte,North,North-west
244,Primitivo ,3.3,Puglia,2018,36.21 ,2169,242.0,0.489152,0.234217,0.316199,0.255695,Marchesi del Salento,semi light,smooth,semi sweet,semi soft,Puglia,East,South-east
245,Primitivo Appassimento ,4.4,Terre Siciliane,2018,116 ,90,49.0,0.703737,0.121892,0.48539499999999997,0.0695322,Amarama,bold,smooth,sweet,soft,Sicilia,South,South
246,Chianti Classico ,3.8,Chianti Classico,2018,179 ,903,1741.0,0.424987,0.551007,0.0354586,0.6248,Castellare,semi light,semi tannic,dry,acidic,Toscana,North,North-west
247,Valpolicella Ripasso Classico Superiore ,3.7,Valpolicella Ripasso,2018,99 ,415,98.0,0.6340210000000001,0.359005,0.303354,0.204377,Cantina Valpolicella Negrar,semi bold,semi smooth,semi sweet,soft,Veneto,North,North-east
248,Fonterutoli Chianti Classico ,3.9,Chianti Classico,2018,195 ,157,1974.0,0.429159,0.522979,0.019994699999999997,0.598187,Mazzei,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
