,manufacturer,link,name,year,name_year,manufacturer_name_year,manufacturer_name
1628,Az. Agr. Reva S.S.,https://www.dn.no/smak/vin/barolo/4-1-38179,Barolo,2012,Barolo 2012,Az. Agr. Reva S.S. Barolo 2012,Az. Agr. Reva S.S. Barolo
1629,Cogno,https://www.dn.no/smak/vin/barolo-ravera/4-1-51040,Barolo Ravera,2013,Barolo Ravera 2013,Cogno Barolo Ravera 2013,Cogno Barolo Ravera
1630,Passopisciaro,https://www.dn.no/smak/vin/rampante/4-1-51054,Rampante,2015,Rampante 2015,Passopisciaro Rampante 2015,Passopisciaro Rampante
1631,San Giusto a Rentennano,https://www.dn.no/smak/vin/percarlo/4-1-51050,Percarlo,2013,Percarlo 2013,San Giusto a Rentennano Percarlo 2013,San Giusto a Rentennano Percarlo
1632,"Boschis, F.",https://www.dn.no/smak/vin/freisa-bosco-delle-cicale/4-1-51031,Freisa Bosco delle Cicale,2016,Freisa Bosco delle Cicale 2016,"Boschis, F. Freisa Bosco delle Cicale 2016","Boschis, F. Freisa Bosco delle Cicale"
1633,Agnes,https://www.dn.no/smak/vin/loghetto/4-1-51026,Loghetto,2015,Loghetto 2015,Agnes Loghetto 2015,Agnes Loghetto
1634,Frank Cornelissen,https://www.dn.no/smak/vin/cornelissen-munjebel-rosso/4-1-52167,Cornelissen Munjebel Rosso,2015,Cornelissen Munjebel Rosso 2015,Frank Cornelissen Cornelissen Munjebel Rosso 2015,Frank Cornelissen Cornelissen Munjebel Rosso
1635,Scacciadiavoli,https://www.dn.no/smak/vin/scacciadiavoli-montefalco-sagrantino/4-1-19718,Scacciadiavoli Montefalco Sagrantino,2010,Scacciadiavoli Montefalco Sagrantino 2010,Scacciadiavoli Scacciadiavoli Montefalco Sagrantino 2010,Scacciadiavoli Scacciadiavoli Montefalco Sagrantino
1636,La Stoppa,https://www.dn.no/smak/vin/barbera-della-stoppa/4-1-3054,Barbera della Stoppa,2005,Barbera della Stoppa 2005,La Stoppa Barbera della Stoppa 2005,La Stoppa Barbera della Stoppa
1637,Burlotto,https://www.dn.no/smak/vin/barolo/4-1-3705,Barolo,2005,Barolo 2005,Burlotto Barolo 2005,Burlotto Barolo
1638,Az. Agr. Pala,https://www.dn.no/smak/vin/pala-sarai/4-1-51375,Pala S'Arai,2013,Pala S'Arai 2013,Az. Agr. Pala Pala S'Arai 2013,Az. Agr. Pala Pala S'Arai
1639,Az. Vin. Palladino,https://www.dn.no/smak/vin/palladino-barolo-parafada/4-1-42859,Palladino Barolo Parafada,2011,Palladino Barolo Parafada 2011,Az. Vin. Palladino Palladino Barolo Parafada 2011,Az. Vin. Palladino Palladino Barolo Parafada
1640,Fatt. Nittardi,https://www.dn.no/smak/vin/chianti-classico-artist-label-gunter-grass/4-1-8790,Chianti Classico Artist label - Günter Grass,2008,Chianti Classico Artist label - Günter Grass 2008,Fatt. Nittardi Chianti Classico Artist label - Günter Grass 2008,Fatt. Nittardi Chianti Classico Artist label - Günter Grass
1641,Ampeleia,https://www.dn.no/smak/vin/ampeleia/4-1-43134,Ampeleia,2013,Ampeleia 2013,Ampeleia Ampeleia 2013,Ampeleia Ampeleia
1642,V. Innocenti,https://www.dn.no/smak/vin/vino-nobile-di-montepulciano-riserva/4-1-37950,Vino Nobile di Montepulciano Riserva,2010,Vino Nobile di Montepulciano Riserva 2010,V. Innocenti Vino Nobile di Montepulciano Riserva 2010,V. Innocenti Vino Nobile di Montepulciano Riserva
1643,Az. Agr. Foradori,https://www.dn.no/smak/vin/foradori-teroldego-morei/4-1-38609,Foradori Teroldego Morei,2014,Foradori Teroldego Morei 2014,Az. Agr. Foradori Foradori Teroldego Morei 2014,Az. Agr. Foradori Foradori Teroldego Morei
1644,Aldo Conterno,https://www.dn.no/smak/vin/aldo-conterno-il-favot-nebbiolo/4-1-45714,Aldo Conterno Il Favot Nebbiolo,2013,Aldo Conterno Il Favot Nebbiolo 2013,Aldo Conterno Aldo Conterno Il Favot Nebbiolo 2013,Aldo Conterno Aldo Conterno Il Favot Nebbiolo
1645,Az. Vin. Palladino,https://www.dn.no/smak/vin/palladino-barolo-serralunga/4-1-32584,Palladino Barolo Serralunga,2013,Palladino Barolo Serralunga 2013,Az. Vin. Palladino Palladino Barolo Serralunga 2013,Az. Vin. Palladino Palladino Barolo Serralunga
1646,Pietro Cassina,https://www.dn.no/smak/vin/pietro-cassina-coste-della-sesia-ciuet/4-1-45417,Pietro Cassina Coste della Sesia Ciuèt,2011,Pietro Cassina Coste della Sesia Ciuèt 2011,Pietro Cassina Pietro Cassina Coste della Sesia Ciuèt 2011,Pietro Cassina Pietro Cassina Coste della Sesia Ciuèt
1647,Ronco del Gnemiz,https://www.dn.no/smak/vin/rosso-del-gnemiz/4-1-39273,Rosso del Gnemiz,2013,Rosso del Gnemiz 2013,Ronco del Gnemiz Rosso del Gnemiz 2013,Ronco del Gnemiz Rosso del Gnemiz
1648,Castello di Rubbia,https://www.dn.no/smak/vin/terrano/4-1-38473,Terrano,2013,Terrano 2013,Castello di Rubbia Terrano 2013,Castello di Rubbia Terrano
1649,San Giusto a Rentennano,https://www.dn.no/smak/vin/percarlo/4-1-38490,Percarlo,2012,Percarlo 2012,San Giusto a Rentennano Percarlo 2012,San Giusto a Rentennano Percarlo
1650,Schiopettino di Cialla,https://www.dn.no/smak/vin/ronchi-di-cialla/4-1-38416,Ronchi di Cialla,2011,Ronchi di Cialla 2011,Schiopettino di Cialla Ronchi di Cialla 2011,Schiopettino di Cialla Ronchi di Cialla
1651,Atha Ruja,https://www.dn.no/smak/vin/atha-ruja-muristellu/4-1-18005,Atha Ruja Muristellu,2010,Atha Ruja Muristellu 2010,Atha Ruja Atha Ruja Muristellu 2010,Atha Ruja Atha Ruja Muristellu
1652,Albino Rocca di Angelo Rocca,https://www.dn.no/smak/vin/barbaresco-ovello-vigna-loreto/4-1-13051,Barbaresco Ovello Vigna Loreto,2009,Barbaresco Ovello Vigna Loreto 2009,Albino Rocca di Angelo Rocca Barbaresco Ovello Vigna Loreto 2009,Albino Rocca di Angelo Rocca Barbaresco Ovello Vigna Loreto
1653,Donatella Cinelli Colombini,https://www.dn.no/smak/vin/brunello-di-montalcino-prime-donne/4-1-17784,Brunello di Montalcino Prime Donne,2008,Brunello di Montalcino Prime Donne 2008,Donatella Cinelli Colombini Brunello di Montalcino Prime Donne 2008,Donatella Cinelli Colombini Brunello di Montalcino Prime Donne
1654,Domenico Clerico,https://www.dn.no/smak/vin/domenico-clerico-barolo/4-1-82465,Domenico Clerico Barolo,2015,Domenico Clerico Barolo 2015,Domenico Clerico Domenico Clerico Barolo 2015,Domenico Clerico Domenico Clerico Barolo
1655,Caravaglio,https://www.dn.no/smak/vin/nero-du-munti/4-1-51055,Nero du Munti,2015,Nero du Munti 2015,Caravaglio Nero du Munti 2015,Caravaglio Nero du Munti
1656,E. Pira &amp; Figli,https://www.dn.no/smak/vin/barbera-dalba/4-1-45352,Barbera d’Alba,2013,Barbera d’Alba 2013,E. Pira &amp; Figli Barbera d’Alba 2013,E. Pira &amp; Figli Barbera d’Alba
1657,Ornellaia,https://www.dn.no/smak/vin/le-serre-nuove-dellornellaia/4-1-42399,Le Serre Nuove dell'Ornellaia,2014,Le Serre Nuove dell'Ornellaia 2014,Ornellaia Le Serre Nuove dell'Ornellaia 2014,Ornellaia Le Serre Nuove dell'Ornellaia
1658,Dal forno Romano,https://www.dn.no/smak/vin/dal-forno-romano-monte-lodoletta-valpolicella-superiore/4-1-37670,Dal forno Romano Monte Lodoletta Valpolicella Superiore,2006,Dal forno Romano Monte Lodoletta Valpolicella Superiore 2006,Dal forno Romano Dal forno Romano Monte Lodoletta Valpolicella Superiore 2006,Dal forno Romano Dal forno Romano Monte Lodoletta Valpolicella Superiore
1659,Corte Sant Alda,https://www.dn.no/smak/vin/corte-santalda-amarone-della-valpolicella/4-1-42083,Corte Sant'Alda Amarone della Valpolicella,2011,Corte Sant'Alda Amarone della Valpolicella 2011,Corte Sant Alda Corte Sant'Alda Amarone della Valpolicella 2011,Corte Sant Alda Corte Sant'Alda Amarone della Valpolicella
1660,Az. Vin. Palladino,https://www.dn.no/smak/vin/palladino-barolo-ornato/4-1-41691,Palladino Barolo Ornato,2011,Palladino Barolo Ornato 2011,Az. Vin. Palladino Palladino Barolo Ornato 2011,Az. Vin. Palladino Palladino Barolo Ornato
1661,Az. Agr. Rocca Giovanni,https://www.dn.no/smak/vin/barolo-bricco-ravera/4-1-42470,Barolo Bricco Ravera,2007,Barolo Bricco Ravera 2007,Az. Agr. Rocca Giovanni Barolo Bricco Ravera 2007,Az. Agr. Rocca Giovanni Barolo Bricco Ravera
1662,Az. Agr. Monteraponi,https://www.dn.no/smak/vin/monteraponi-il-campitello/4-1-31245,Monteraponi Il Campitello,2011,Monteraponi Il Campitello 2011,Az. Agr. Monteraponi Monteraponi Il Campitello 2011,Az. Agr. Monteraponi Monteraponi Il Campitello
1663,Az. Agr. Stefano Accordini,https://www.dn.no/smak/vin/accordini-acinatico-amarone-della-valpolicella-classico/4-1-42046,Accordini Acinatico Amarone della Valpolicella Classico,2013,Accordini Acinatico Amarone della Valpolicella Classico 2013,Az. Agr. Stefano Accordini Accordini Acinatico Amarone della Valpolicella Classico 2013,Az. Agr. Stefano Accordini Accordini Acinatico Amarone della Valpolicella Classico
1664,Molino S.S.A.,https://www.dn.no/smak/vin/molino-barbaresco-teorema/4-1-29639,Molino Barbaresco Teorema,2011,Molino Barbaresco Teorema 2011,Molino S.S.A. Molino Barbaresco Teorema 2011,Molino S.S.A. Molino Barbaresco Teorema
1665,Gaja,https://www.dn.no/smak/vin/dagromis-barolo/4-1-29952,Dagromis Barolo,2011,Dagromis Barolo 2011,Gaja Dagromis Barolo 2011,Gaja Dagromis Barolo
1666,Le Boncie di Giavanna Morganti,https://www.dn.no/smak/vin/le-trame/4-1-38226,Le Trame,2013,Le Trame 2013,Le Boncie di Giavanna Morganti Le Trame 2013,Le Boncie di Giavanna Morganti Le Trame
1667,Serafino Rivella,https://www.dn.no/smak/vin/rivella-barbaresco-montestefano/4-1-38605,Rivella Barbaresco Montestefano,2012,Rivella Barbaresco Montestefano 2012,Serafino Rivella Rivella Barbaresco Montestefano 2012,Serafino Rivella Rivella Barbaresco Montestefano
1668,Aldo Conterno,https://www.dn.no/smak/vin/langhe-nebbiolo-il-favot/4-1-28067,Langhe Nebbiolo Il Favot,2010,Langhe Nebbiolo Il Favot 2010,Aldo Conterno Langhe Nebbiolo Il Favot 2010,Aldo Conterno Langhe Nebbiolo Il Favot
1669,Isole e Olena,https://www.dn.no/smak/vin/cepparello/4-1-29754,Cepparello,2012,Cepparello 2012,Isole e Olena Cepparello 2012,Isole e Olena Cepparello
1670,Moccagatta,https://www.dn.no/smak/vin/barbaresco/4-1-29883,Barbaresco,2012,Barbaresco 2012,Moccagatta Barbaresco 2012,Moccagatta Barbaresco
1671,Az. Agr. Triacca,https://www.dn.no/smak/vin/valtellina-superiore-la-gatta-riserva/4-1-5866,Valtellina Superiore La Gatta Riserva,2002,Valtellina Superiore La Gatta Riserva 2002,Az. Agr. Triacca Valtellina Superiore La Gatta Riserva 2002,Az. Agr. Triacca Valtellina Superiore La Gatta Riserva
1672,Mastroberardino,https://www.dn.no/smak/vin/radici-taurasi-riserva/4-1-5854,Radici Taurasi Riserva,2001,Radici Taurasi Riserva 2001,Mastroberardino Radici Taurasi Riserva 2001,Mastroberardino Radici Taurasi Riserva
1673,Col d'Orcia,https://www.dn.no/smak/vin/brunello-di-montalcino-magnum/4-1-19142,Brunello di Montalcino magnum,2009,Brunello di Montalcino magnum 2009,Col d'Orcia Brunello di Montalcino magnum 2009,Col d'Orcia Brunello di Montalcino magnum
1674,Boffa Carlo,https://www.dn.no/smak/vin/barbaresco/4-1-30677,Barbaresco,2012,Barbaresco 2012,Boffa Carlo Barbaresco 2012,Boffa Carlo Barbaresco
1675,Michele Chiarlo,https://www.dn.no/smak/vin/barolo-tortoniano/4-1-20846,Barolo Tortoniano,2010,Barolo Tortoniano 2010,Michele Chiarlo Barolo Tortoniano 2010,Michele Chiarlo Barolo Tortoniano
1676,Il Paradiso di Manfredi,https://www.dn.no/smak/vin/il-paradiso-di-manfredi-brunello-di-montalcino/4-1-10613,Il Paradiso di Manfredi Brunello di Montalcino,,,,Il Paradiso di Manfredi Il Paradiso di Manfredi Brunello di Montalcino
1677,Giulia Negri,https://www.dn.no/smak/vin/barolo-la-tartufaia/4-1-18834,Barolo la Tartufaia,2010,Barolo la Tartufaia 2010,Giulia Negri Barolo la Tartufaia 2010,Giulia Negri Barolo la Tartufaia
1678,Cast. Vicchiomaggio,https://www.dn.no/smak/vin/chianti-classico-riserva-la-prima/4-1-18568,Chianti Classico Riserva la Prima,2010,Chianti Classico Riserva la Prima 2010,Cast. Vicchiomaggio Chianti Classico Riserva la Prima 2010,Cast. Vicchiomaggio Chianti Classico Riserva la Prima
1679,Paolo Scavino,https://www.dn.no/smak/vin/scavino-barolo-cannubi/4-1-17815,Scavino Barolo Cannubi,2009,Scavino Barolo Cannubi 2009,Paolo Scavino Scavino Barolo Cannubi 2009,Paolo Scavino Scavino Barolo Cannubi
1680,G.D. Vajra,https://www.dn.no/smak/vin/barolo-bricco-delle-viole/4-1-26095,Barolo Bricco delle Viole,2010,Barolo Bricco delle Viole 2010,G.D. Vajra Barolo Bricco delle Viole 2010,G.D. Vajra Barolo Bricco delle Viole
1681,Renzo Marinai,https://www.dn.no/smak/vin/chianti-classico-riserva/4-1-2912,Chianti Classico Riserva,2005,Chianti Classico Riserva 2005,Renzo Marinai Chianti Classico Riserva 2005,Renzo Marinai Chianti Classico Riserva
1682,Oddero,https://www.dn.no/smak/vin/oddero-barolo-villero/4-1-10857,Oddero Barolo Villero,2007,Oddero Barolo Villero 2007,Oddero Oddero Barolo Villero 2007,Oddero Oddero Barolo Villero
1683,Cast. di Volpaia,https://www.dn.no/smak/vin/volpaia-balfico-igt-toscana/4-1-26197,Volpaia Balfico IGT Toscana,2010,Volpaia Balfico IGT Toscana 2010,Cast. di Volpaia Volpaia Balfico IGT Toscana 2010,Cast. di Volpaia Volpaia Balfico IGT Toscana
1684,Michele Chiarlo,https://www.dn.no/smak/vin/barbaresco-reyna/4-1-15888,Barbaresco Reyna,2010,Barbaresco Reyna 2010,Michele Chiarlo Barbaresco Reyna 2010,Michele Chiarlo Barbaresco Reyna
1685,Michele Chiarlo,https://www.dn.no/smak/vin/barolo-cannubi/4-1-9212,Barolo Cannubi,2006,Barolo Cannubi 2006,Michele Chiarlo Barolo Cannubi 2006,Michele Chiarlo Barolo Cannubi
1686,Pecchenino,https://www.dn.no/smak/vin/pecchenino-barolo/4-1-15891,Pecchenino Barolo,2008,Pecchenino Barolo 2008,Pecchenino Pecchenino Barolo 2008,Pecchenino Pecchenino Barolo
1687,Ten. Il Poggione,https://www.dn.no/smak/vin/il-poggione-brunello-di-montalcino/4-1-19257,Il Poggione Brunello di Montalcino,2008,Il Poggione Brunello di Montalcino 2008,Ten. Il Poggione Il Poggione Brunello di Montalcino 2008,Ten. Il Poggione Il Poggione Brunello di Montalcino
1688,San Gregorio,https://www.dn.no/smak/vin/taurasi/4-1-26462,Taurasi,2010,Taurasi 2010,San Gregorio Taurasi 2010,San Gregorio Taurasi
1689,Ciccio Zaccagnini,https://www.dn.no/smak/vin/clematis-passito-rosso/4-1-8986,Clematis Passito Rosso,2005,Clematis Passito Rosso 2005,Ciccio Zaccagnini Clematis Passito Rosso 2005,Ciccio Zaccagnini Clematis Passito Rosso
1690,Fatt. Uccelliera,https://www.dn.no/smak/vin/rosso-di-montalcino/4-1-4739,Rosso di Montalcino,2007,Rosso di Montalcino 2007,Fatt. Uccelliera Rosso di Montalcino 2007,Fatt. Uccelliera Rosso di Montalcino
1691,Cast. di Volpaia,https://www.dn.no/smak/vin/volpaia-coltassala-chianti-classico-riserva/4-1-26198,Volpaia Coltassala Chianti Classico Riserva,2011,Volpaia Coltassala Chianti Classico Riserva 2011,Cast. di Volpaia Volpaia Coltassala Chianti Classico Riserva 2011,Cast. di Volpaia Volpaia Coltassala Chianti Classico Riserva
1692,G.D. Vajra,https://www.dn.no/smak/vin/dolcetto-dalba-coste-e-fossati/4-1-19086,Dolcetto d'Alba Coste e Fossati,2013,Dolcetto d'Alba Coste e Fossati 2013,G.D. Vajra Dolcetto d'Alba Coste e Fossati 2013,G.D. Vajra Dolcetto d'Alba Coste e Fossati
1693,Az. Agr. F.lli Speri,https://www.dn.no/smak/vin/speri-valpolicella-classico-superiore-santurbano/4-1-25936,Speri Valpolicella Classico Superiore Sant'Urbano,2012,Speri Valpolicella Classico Superiore Sant'Urbano 2012,Az. Agr. F.lli Speri Speri Valpolicella Classico Superiore Sant'Urbano 2012,Az. Agr. F.lli Speri Speri Valpolicella Classico Superiore Sant'Urbano
1694,Aldo Conterno,https://www.dn.no/smak/vin/barbera-dalba-conca-tre-pile/4-1-36518,Barbera d'Alba Conca Tre Pile,2012,Barbera d'Alba Conca Tre Pile 2012,Aldo Conterno Barbera d'Alba Conca Tre Pile 2012,Aldo Conterno Barbera d'Alba Conca Tre Pile
1695,G.D. Vajra,https://www.dn.no/smak/vin/vajra-monterustico-dogliani/4-1-42496,Vajra Monterustico Dogliani,2015,Vajra Monterustico Dogliani 2015,G.D. Vajra Vajra Monterustico Dogliani 2015,G.D. Vajra Vajra Monterustico Dogliani
1696,Az. Agr. Le Ragnaie,https://www.dn.no/smak/vin/rosso-di-montalcino/4-1-40521,Rosso di Montalcino,2013,Rosso di Montalcino 2013,Az. Agr. Le Ragnaie Rosso di Montalcino 2013,Az. Agr. Le Ragnaie Rosso di Montalcino
1697,Scarzello,https://www.dn.no/smak/vin/barolo-vigna-merenda/4-1-30675,Barolo Vigna Merenda,2009,Barolo Vigna Merenda 2009,Scarzello Barolo Vigna Merenda 2009,Scarzello Barolo Vigna Merenda
1698,Barone Ricasoli,https://www.dn.no/smak/vin/barone-ricasoli-simon-zimmermann-toscana/4-1-29898,Barone Ricasoli Simon Zimmermann Toscana,2013,Barone Ricasoli Simon Zimmermann Toscana 2013,Barone Ricasoli Barone Ricasoli Simon Zimmermann Toscana 2013,Barone Ricasoli Barone Ricasoli Simon Zimmermann Toscana
1699,Gilberto Boniperti,https://www.dn.no/smak/vin/boniperti-barton/4-1-56737,Boniperti Bartön,2013,Boniperti Bartön 2013,Gilberto Boniperti Boniperti Bartön 2013,Gilberto Boniperti Boniperti Bartön
1700,Gianni Gagliardo,https://www.dn.no/smak/vin/barolo-preve/4-1-45495,Barolo Preve,2012,Barolo Preve 2012,Gianni Gagliardo Barolo Preve 2012,Gianni Gagliardo Barolo Preve
1701,Marques de Murrieta,https://www.dn.no/smak/vin/gran-reserva/4-1-45485,Gran Reserva,2009,Gran Reserva 2009,Marques de Murrieta Gran Reserva 2009,Marques de Murrieta Gran Reserva
1702,Az. Agr. Poliziano,https://www.dn.no/smak/vin/vino-nobile-di-montepulciano/4-1-20842,Vino Nobile di Montepulciano,2012,Vino Nobile di Montepulciano 2012,Az. Agr. Poliziano Vino Nobile di Montepulciano 2012,Az. Agr. Poliziano Vino Nobile di Montepulciano
1703,Giovanni Rocca,https://www.dn.no/smak/vin/barolo-mosconi/4-1-40807,Barolo Mosconi,2008,Barolo Mosconi 2008,Giovanni Rocca Barolo Mosconi 2008,Giovanni Rocca Barolo Mosconi
1704,Leusciatti Bruno,https://www.dn.no/smak/vin/del-negus-riserva-valtellina-superiore-sassella/4-1-27758,"""Del Negus"" Riserva Valtellina Superiore Sassella",2011,"""Del Negus"" Riserva Valtellina Superiore Sassella 2011","Leusciatti Bruno ""Del Negus"" Riserva Valtellina Superiore Sassella 2011","Leusciatti Bruno ""Del Negus"" Riserva Valtellina Superiore Sassella"
1705,Fontanafredda,https://www.dn.no/smak/vin/fontanafredda-barolo-serralunga-dalba-riserva/4-1-38131,Fontanafredda Barolo Serralunga d'Alba Riserva,2005,Fontanafredda Barolo Serralunga d'Alba Riserva 2005,Fontanafredda Fontanafredda Barolo Serralunga d'Alba Riserva 2005,Fontanafredda Fontanafredda Barolo Serralunga d'Alba Riserva
1706,Az. Agr. la Ca' Nova,https://www.dn.no/smak/vin/barbaresco-montefico-vigna-bric-mentina/4-1-31165,Barbaresco Montefico Vigna Bric Mentina,2012,Barbaresco Montefico Vigna Bric Mentina 2012,Az. Agr. la Ca' Nova Barbaresco Montefico Vigna Bric Mentina 2012,Az. Agr. la Ca' Nova Barbaresco Montefico Vigna Bric Mentina
1707,Luigi Pira,https://www.dn.no/smak/vin/pira-barolo-marenca/4-1-25732,Pira Barolo Marenca,2011,Pira Barolo Marenca 2011,Luigi Pira Pira Barolo Marenca 2011,Luigi Pira Pira Barolo Marenca
1708,Pod. Colla,https://www.dn.no/smak/vin/bricco-del-drago/4-1-35053,Bricco del Drago,2010,Bricco del Drago 2010,Pod. Colla Bricco del Drago 2010,Pod. Colla Bricco del Drago
1709,Az. Agr. Cos,https://www.dn.no/smak/vin/cospithos-rosso/4-1-31005,COS&nbsp;Pithos Rosso,2014,COS&nbsp;Pithos Rosso 2014,Az. Agr. Cos COS&nbsp;Pithos Rosso 2014,Az. Agr. Cos COS&nbsp;Pithos Rosso
1710,Az. Agr. Fontodi,https://www.dn.no/smak/vin/fontodi-chianti-classico/4-1-35656,Fontodi Chianti Classico,2013,Fontodi Chianti Classico 2013,Az. Agr. Fontodi Fontodi Chianti Classico 2013,Az. Agr. Fontodi Fontodi Chianti Classico
1711,Castell'in Villa,https://www.dn.no/smak/vin/castellin-villa-chianti-classico/4-1-73335,Castell'in Villa Chianti Classico,2015,Castell'in Villa Chianti Classico 2015,Castell'in Villa Castell'in Villa Chianti Classico 2015,Castell'in Villa Castell'in Villa Chianti Classico
1712,Fratelli Seghesio,https://www.dn.no/smak/vin/seghesio-barolo-la-villa/4-1-48634,Seghesio Barolo La Villa,2013,Seghesio Barolo La Villa 2013,Fratelli Seghesio Seghesio Barolo La Villa 2013,Fratelli Seghesio Seghesio Barolo La Villa
1713,Masi Agr.,https://www.dn.no/smak/vin/masi-campolongo-di-torbe-amarone-della-valpolicella-classico/4-1-42027,Masi Campolongo di Torbe Amarone della Valpolicella Classico,2006,Masi Campolongo di Torbe Amarone della Valpolicella Classico 2006,Masi Agr. Masi Campolongo di Torbe Amarone della Valpolicella Classico 2006,Masi Agr. Masi Campolongo di Torbe Amarone della Valpolicella Classico
1714,Luigi Oddero,https://www.dn.no/smak/vin/luigi-oddero-barolo-docg/4-1-27301,Luigi Oddero Barolo DOCG,2010,Luigi Oddero Barolo DOCG 2010,Luigi Oddero Luigi Oddero Barolo DOCG 2010,Luigi Oddero Luigi Oddero Barolo DOCG
1715,Az. Vit. Nervi,https://www.dn.no/smak/vin/nervi-gattinara/4-1-38750,Nervi Gattinara,2012,Nervi Gattinara 2012,Az. Vit. Nervi Nervi Gattinara 2012,Az. Vit. Nervi Nervi Gattinara
1716,Silvia Rivella,https://www.dn.no/smak/vin/rivella-langhe-nebbiolo/4-1-37523,Rivella Langhe Nebbiolo,2013,Rivella Langhe Nebbiolo 2013,Silvia Rivella Rivella Langhe Nebbiolo 2013,Silvia Rivella Rivella Langhe Nebbiolo
1717,Az. Agr. Fontanabianca,https://www.dn.no/smak/vin/barbaresco/4-1-29878,Barbaresco,2012,Barbaresco 2012,Az. Agr. Fontanabianca Barbaresco 2012,Az. Agr. Fontanabianca Barbaresco
1718,Az. Agr. Roagna,https://www.dn.no/smak/vin/wongraven-unione-barolo/4-1-17502,Wongraven Unione Barolo,2008,Wongraven Unione Barolo 2008,Az. Agr. Roagna Wongraven Unione Barolo 2008,Az. Agr. Roagna Wongraven Unione Barolo
1719,San Polo,https://www.dn.no/smak/vin/san-polo-brunello-di-montalcino/4-1-31336,San Polo Brunello di Montalcino,2009,San Polo Brunello di Montalcino 2009,San Polo San Polo Brunello di Montalcino 2009,San Polo San Polo Brunello di Montalcino
1720,Giuseppe Mascarello,https://www.dn.no/smak/vin/g-mascarello-barolo-monprivato/4-1-31226,G. Mascarello Barolo Monprivato,2011,G. Mascarello Barolo Monprivato 2011,Giuseppe Mascarello G. Mascarello Barolo Monprivato 2011,Giuseppe Mascarello G. Mascarello Barolo Monprivato
1721,Boscarelli,https://www.dn.no/smak/vin/vino-nobile-di-montepulciano-riserva/4-1-41856,Vino Nobile di Montepulciano Riserva,2011,Vino Nobile di Montepulciano Riserva 2011,Boscarelli Vino Nobile di Montepulciano Riserva 2011,Boscarelli Vino Nobile di Montepulciano Riserva
1722,Cassina,https://www.dn.no/smak/vin/coste-della-sesia-vespolina-tera-russa/4-1-41852,Coste della Sesia Vespolina Tera Russa,2011,Coste della Sesia Vespolina Tera Russa 2011,Cassina Coste della Sesia Vespolina Tera Russa 2011,Cassina Coste della Sesia Vespolina Tera Russa
1723,Cornelissen,https://www.dn.no/smak/vin/munjebel-rosso-va/4-1-39277,MunJebel Rosso VA,2014,MunJebel Rosso VA 2014,Cornelissen MunJebel Rosso VA 2014,Cornelissen MunJebel Rosso VA
1724,G. Mascarello,https://www.dn.no/smak/vin/g-mascarello-monprivato-barolo/4-1-40690,G. Mascarello Monprivato Barolo,2012,G. Mascarello Monprivato Barolo 2012,G. Mascarello G. Mascarello Monprivato Barolo 2012,G. Mascarello G. Mascarello Monprivato Barolo
1725,Cantalupo,https://www.dn.no/smak/vin/ghemme/4-1-38517,Ghemme,2008,Ghemme 2008,Cantalupo Ghemme 2008,Cantalupo Ghemme
1726,Balgera Vini,https://www.dn.no/smak/vin/valtellina-superior-valgella-balgera/4-1-35175,Valtellina Superior Valgella Balgera,2001,Valtellina Superior Valgella Balgera 2001,Balgera Vini Valtellina Superior Valgella Balgera 2001,Balgera Vini Valtellina Superior Valgella Balgera
1727,Pio Cesare,https://www.dn.no/smak/vin/pio-cesare-barbaresco/4-1-41426,Pio Cesare Barbaresco,2011,Pio Cesare Barbaresco 2011,Pio Cesare Pio Cesare Barbaresco 2011,Pio Cesare Pio Cesare Barbaresco
