,price,total_ratings,total_reviews,light-bold,smooth-tannic,dry-sweet,soft-acidic,alcohol_pct,residual_sugar_g/l,acidity_g/l,winery
91,7500 kr.,636,1102.0,55.7506,45.8604,17.6432,46.0755,14.5,,,Masseto
92,8499 kr.,633,1102.0,55.7506,45.8604,17.6432,46.0755,14.5,,,Masseto
93,4995 kr.,629,1102.0,55.7506,45.8604,17.6432,46.0755,14.5,,,Masseto
94,1595 kr.,621,2458.0,60.5398,68.4833,7.15129,85.0,,,,Gaja
95,6629.22 kr.,581,520.0,42.8514,56.5698,12.7679,63.61,13.5,,,Soldera
96,5495 kr.,564,1102.0,55.7506,45.8604,17.6432,46.0755,15.0,,,Masseto
97,6852.67 kr.,555,520.0,42.8514,56.5698,12.7679,63.61,13.5,,,Soldera
98,4995 kr.,547,1102.0,55.7506,45.8604,17.6432,46.0755,14.5,,,Masseto
99,685.27 kr.,531,416.0,85.0,26.5652,53.8176,23.2517,16.5,,,Brunelli
100,6629.22 kr.,530,520.0,42.8514,56.5698,12.7679,63.61,14.5,,,Soldera
101,1195 kr.,522,473.0,66.4235,40.3224,26.9687,27.8835,,,,Quintarelli Giuseppe
102,1595 kr.,512,2458.0,60.5398,68.4833,7.15129,85.0,14.0,,,Gaja
103,2149.03 kr.,508,928.0,85.0,28.1078,52.7147,22.1691,17.0,,,Dal Forno Romano
104,5165.20 kr.,431,890.0,82.2484,26.396,50.1406,26.5069,,,,Quintarelli Giuseppe
105,685.27 kr.,415,416.0,85.0,26.5652,53.8176,23.2517,16.5,,,Brunelli
106,5495 kr.,413,1102.0,55.7506,45.8604,17.6432,46.0755,14.5,,,Masseto
107,2376.51 kr.,404,928.0,85.0,28.1078,52.7147,22.1691,16.5,,,Dal Forno Romano
108,1250 kr.,392,143.0,85.0,22.8448,53.1769,19.4234,,,,Bussola
109,5495 kr.,381,1102.0,55.7506,45.8604,17.6432,46.0755,14.5,,,Masseto
110,5495 kr.,366,1102.0,55.7506,45.8604,17.6432,46.0755,14.0,,,Masseto
111,2591.27 kr.,362,928.0,85.0,28.1078,52.7147,22.1691,16.5,,,Dal Forno Romano
112,2197 kr.,349,672.0,53.1201,58.5414,12.0625,64.4031,,,,Casanova di Neri
113,9995 kr.,346,405.0,61.6076,80.2688,9.65777,82.9995,15.0,,,Giacomo Conterno
114,7500 kr.,337,1102.0,55.7506,45.8604,17.6432,46.0755,13.5,,,Masseto
115,6852.67 kr.,326,520.0,42.8514,56.5698,12.7679,63.61,13.5,,,Soldera
116,685.27 kr.,322,416.0,85.0,26.5652,53.8176,23.2517,,,,Brunelli
117,2482.19 kr.,320,46.0,60.7598,46.804,15.2374,43.1092,,,,Ornellaia
118,2343.32 kr.,306,928.0,85.0,28.1078,52.7147,22.1691,16.5,,,Dal Forno Romano
119,5995 kr.,302,1102.0,55.7506,45.8604,17.6432,46.0755,14.5,,,Masseto
120,6852.67 kr.,299,520.0,42.8514,56.5698,12.7679,63.61,14.0,,,Soldera
121,2197 kr.,296,672.0,53.1201,58.5414,12.0625,64.4031,,,,Casanova di Neri
122,5495 kr.,287,1102.0,55.7506,45.8604,17.6432,46.0755,14.5,,,Masseto
123,4125.76 kr.,280,425.0,45.1328,57.4962,9.45539,61.6844,13.5,,,Biondi-Santi
124,6852.67 kr.,269,520.0,42.8514,56.5698,12.7679,63.61,14.0,,,Soldera
125,2197 kr.,267,672.0,53.1201,58.5414,12.0625,64.4031,,,,Casanova di Neri
126,2975 kr.,257,928.0,85.0,28.1078,52.7147,22.1691,16.5,,,Dal Forno Romano
127,1631.23 kr.,256,127.0,84.4,23.6774,49.9391,24.7806,14.5,,,Zýmē
128,5495 kr.,255,1102.0,55.7506,45.8604,17.6432,46.0755,13.5,,,Masseto
129,5495 kr.,248,1102.0,55.7506,45.8604,17.6432,46.0755,14.5,,,Masseto
130,399 kr.,241,175.0,85.0,25.4507,48.3716,21.7949,,,,Brunelli
131,879 kr.,234,1598.0,84.1716,25.1318,46.1561,25.2538,,,,Bertani
132,2343.32 kr.,233,928.0,85.0,28.1078,52.7147,22.1691,17.5,,,Dal Forno Romano
133,1638.68 kr.,231,91.0,67.7385,42.2073,30.5721,30.1897,16.0,,,Zýmē
134,11500 kr.,230,405.0,61.6076,80.2688,9.65777,82.9995,14.0,,,Giacomo Conterno
135,2343.32 kr.,228,928.0,85.0,28.1078,52.7147,22.1691,,,,Dal Forno Romano
136,5495 kr.,227,1102.0,55.7506,45.8604,17.6432,46.0755,13.5,,,Masseto
137,1846.50 kr.,223,890.0,82.2484,26.396,50.1406,26.5069,16.5,,,Quintarelli Giuseppe
138,11500 kr.,220,405.0,61.6076,80.2688,9.65777,82.9995,14.5,,,Giacomo Conterno
139,2000 kr.,219,774.0,54.4799,42.5601,15.349,44.7092,14.0,,,Le Macchiole
140,1340 kr.,217,705.0,50.2703,59.8879,9.67794,64.821,,,,Valdicava
141,6167.41 kr.,215,519.0,63.0573,80.3868,10.7209,85.0,14.0,,,Gaja
142,650 kr.,213,183.0,78.1219,30.9351,52.0678,27.8978,16.5,,,Stefano Accordini
143,5165.20 kr.,209,890.0,82.2484,26.396,50.1406,26.5069,,,,Quintarelli Giuseppe
144,4078.11 kr.,205,220.0,45.5689,39.5138,19.6554,50.1003,13.0,,,Soldera
145,1299 kr.,202,333.0,51.6646,57.9933,12.7994,61.9741,14.5,,,Il Marroneto
146,6167.41 kr.,198,519.0,63.0573,80.3868,10.7209,85.0,,,,Gaja
147,2298.25 kr.,197,324.0,69.4151,41.5222,36.8113,23.8708,15.0,,,Quintarelli Giuseppe
148,2343.32 kr.,190,928.0,85.0,28.1078,52.7147,22.1691,16.5,,,Dal Forno Romano
149,4022.22 kr.,179,928.0,85.0,28.1078,52.7147,22.1691,17.0,,,Dal Forno Romano
150,2298.25 kr.,180,324.0,69.4151,41.5222,36.8113,23.8708,15.0,,,Quintarelli Giuseppe
151,2904.94 kr.,173,280.0,58.0508,40.9695,14.523,42.6259,15.0,,,Biserno
152,1638.68 kr.,173,91.0,67.7385,42.2073,30.5721,30.1897,15.0,,,Zýmē
153,6852.67 kr.,163,520.0,42.8514,56.5698,12.7679,63.61,,,,Soldera
154,1526.96 kr.,157,109.0,45.1065,56.056,8.13978,62.1961,,,,Castiglion del Bosco
155,695 kr.,157,41.0,85.0,23.106,51.6652,24.2569,,,,Villa Rinaldi
156,6852.67 kr.,155,520.0,42.8514,56.5698,12.7679,63.61,,,,Soldera
157,1295 kr.,154,356.0,62.558,40.774,20.2488,27.056,14.5,,,Gaja
158,2475 kr.,153,417.0,61.9927,67.0936,11.9607,84.9943,14.0,,,Gaja
159,2160.08 kr.,152,497.0,63.7827,69.4635,9.09049,85.0,,,,Gaja
160,1772.01 kr.,151,202.0,44.5711,53.5505,8.93125,62.7966,14.5,,,Poggio di Sotto
161,2085.60 kr.,147,417.0,61.9927,67.0936,11.9607,84.9943,14.5,,,Gaja
162,650 kr.,147,183.0,78.1219,30.9351,52.0678,27.8978,16.0,,,Stefano Accordini
163,179.39 kr.,147,32.0,74.6633,21.9539,47.0101,14.1605,,,,Il Pumo
164,2118 kr.,146,324.0,69.4151,41.5222,36.8113,23.8708,16.5,,,Quintarelli Giuseppe
165,1300 kr.,143,143.0,85.0,22.8448,53.1769,19.4234,,,,Bussola
166,2475 kr.,142,417.0,61.9927,67.0936,11.9607,84.9943,13.5,,,Gaja
167,5165.20 kr.,141,497.0,63.7827,69.4635,9.09049,85.0,,,,Gaja
168,1638.68 kr.,141,91.0,67.7385,42.2073,30.5721,30.1897,,,,Zýmē
169,2499 kr.,140,928.0,85.0,28.1078,52.7147,22.1691,0.0,,,Dal Forno Romano
170,344.41 kr.,139,177.0,53.8329,41.0531,12.8593,45.7514,,,,San Giovenale
171,650 kr.,136,183.0,78.1219,30.9351,52.0678,27.8978,,,,Stefano Accordini
172,12497 kr.,135,405.0,61.6076,80.2688,9.65777,82.9995,14.0,,,Giacomo Conterno
173,5000 kr.,134,311.0,63.2969,79.502,11.1704,85.0,,,,Aldo Conterno
174,2795 kr.,129,100.0,51.2809,43.1345,11.9642,48.9864,13.5,,,Antinori
175,655.47 kr.,129,39.0,85.0,26.5895,48.9978,19.3188,,,,Marchesi Fumanelli
176,795 kr.,128,28.0,85.0,32.3659,41.9064,33.5168,,,,Latium Morini
177,856.58 kr.,124,526.0,85.0,26.0857,50.81399999999999,21.8498,,,,Masi
178,2309.05 kr.,122,324.0,69.4151,41.5222,36.8113,23.8708,,,,Quintarelli Giuseppe
179,1250 kr.,119,143.0,85.0,22.8448,53.1769,19.4234,,,,Bussola
180,11500 kr.,114,405.0,61.6076,80.2688,9.65777,82.9995,14.0,,,Giacomo Conterno
181,11500 kr.,112,405.0,61.6076,80.2688,9.65777,82.9995,,,,Giacomo Conterno
182,455 kr.,113,55.0,69.6374,40.7174,18.2435,22.3165,17.5,,,Fasoli Gino
183,6167.41 kr.,112,519.0,63.0573,80.3868,10.7209,85.0,13.5,,,Gaja
184,879 kr.,111,1598.0,84.1716,25.1318,46.1561,25.2538,,,,Bertani
185,1415.23 kr.,109,4669.0,64.3908,64.8157,12.995,53.9656,13.5,,,Ornellaia
186,1117.28 kr.,109,421.0,68.12100000000001,45.2751,17.6451,26.9873,14.0,,,Gaja
187,3091.15 kr.,112,280.0,58.0508,40.9695,14.523,42.6259,12.0,,,Biserno
188,2309.05 kr.,108,324.0,69.4151,41.5222,36.8113,23.8708,15.0,,,Quintarelli Giuseppe
189,4901.15 kr.,106,890.0,82.2484,26.396,50.1406,26.5069,,,,Quintarelli Giuseppe
190,2475 kr.,104,417.0,61.9927,67.0936,11.9607,84.9943,10.0,,,Gaja
191,2160.08 kr.,101,641.0,53.1769,41.7239,16.9144,43.1633,,,,Tua Rita
192,2099.50 kr.,99,67.0,66.457,79.1558,11.4023,77.6553,14.0,,,Giacomo Conterno
193,11500 kr.,98,405.0,61.6076,80.2688,9.65777,82.9995,,,,Giacomo Conterno
194,1039.07 kr.,98,143.0,85.0,22.8448,53.1769,19.4234,16.5,,,Bussola
195,2500 kr.,97,519.0,63.0573,80.3868,10.7209,85.0,,,,Gaja
196,1897.11 kr.,99,134.0,63.4713,81.2618,2.95058,85.0,,,,Gaja
197,2380.21 kr.,95,34.0,45.6516,61.8174,10.7554,65.2075,,,,Soldera
198,879 kr.,94,1598.0,84.1716,25.1318,46.1561,25.2538,,,,Bertani
199,1063.65 kr.,92,650.0,45.0811,58.6303,14.3235,64.7234,12.5,,,Cerbaiona
200,999 kr.,96,3536.0,65.7109,65.5603,11.067,53.1501,14.5,,,Antinori
201,1824.90 kr.,90,333.0,53.4388,43.0031,19.8684,46.1474,15.0,,,Tenuta di Trinoro
202,1250 kr.,90,143.0,85.0,22.8448,53.1769,19.4234,,,,Bussola
203,4958.33 kr.,87,120.0,67.2996,83.7616,14.4904,85.0,,,,Vietti
204,6167.41 kr.,86,890.0,82.2484,26.396,50.1406,26.5069,,,,Quintarelli Giuseppe
205,180 kr.,88,59.0,85.0,24.912,46.148,22.2467,,,,Tenuta Santa Maria Valverde
206,2904.94 kr.,85,519.0,63.0573,80.3868,10.7209,85.0,13.5,,,Gaja
207,1289.38 kr.,84,88.0,74.5167,33.7068,29.2086,43.3722,,,,Il Cantiniere d'Italia
208,6852.67 kr.,84,520.0,42.8514,56.5698,12.7679,63.61,14.0,,,Soldera
209,1638.68 kr.,83,91.0,67.7385,42.2073,30.5721,30.1897,,,,Zýmē
210,6167.41 kr.,82,519.0,63.0573,80.3868,10.7209,85.0,,,,Gaja
211,1124.66 kr.,82,63.0,56.3137,40.1338,6.85587,42.3945,15.0,,,Tua Rita
212,1003 kr.,81,183.0,78.1219,30.9351,52.0678,27.8978,,,,Stefano Accordini
213,2942.18 kr.,80,296.0,64.9278,80.2646,9.99388,84.4957,,,,Roberto Voerzio
214,6852.67 kr.,80,520.0,42.8514,56.5698,12.7679,63.61,,,,Soldera
215,999 kr.,78,97.0,82.4581,24.9258,46.4688,26.7792,,,,Domini Veneti
216,1595 kr.,75,2458.0,60.5398,68.4833,7.15129,85.0,14.0,,,Gaja
217,620 kr.,72,81.0,85.0,33.4757,49.8743,25.0249,,,,Ferragù
218,495.09 kr.,71,98.0,82.4653,25.0293,46.8398,27.0122,,,,Villa Canestrari
219,1849 kr.,72,356.0,62.558,40.774,20.2488,27.056,14.5,,,Gaja
220,699 kr.,71,152.0,50.6675,53.5193,11.738,64.3316,,,,Collemattoni
221,1340 kr.,69,705.0,50.2703,59.8879,9.67794,64.821,,,,Valdicava
222,1772.01 kr.,70,202.0,44.5711,53.5505,8.93125,62.7966,14.0,,,Poggio di Sotto
223,1532.17 kr.,69,958.0,46.5993,42.6764,7.7753,49.4955,13.0,,,Montevertine
224,2309.05 kr.,69,324.0,69.4151,41.5222,36.8113,23.8708,,,,Quintarelli Giuseppe
225,1772.01 kr.,66,202.0,44.5711,53.5505,8.93125,62.7966,14.0,,,Poggio di Sotto
226,6852.67 kr.,66,520.0,42.8514,56.5698,12.7679,63.61,,,,Soldera
227,419.35 kr.,66,959.0,45.9227,57.4248,8.058019999999999,63.6148,,,,Canalicchio di Sopra
228,525 kr.,66,15.0,85.0,16.930999999999994,49.306,22.1381,,,,Antinori
229,1595 kr.,65,2458.0,60.5398,68.4833,7.15129,85.0,,,,Gaja
230,998.50 kr.,62,25.0,79.9557,21.5796,52.9273,26.9245,,,,Villa Rinaldi
231,274.99 kr.,61,18.0,66.1992,16.1434,43.0259,6.48406,,,,De Feudis
232,489.32 kr.,60,24.0,52.7232,40.8432,7.25848,45.1455,,,,Sant'Agnese
233,2085.60 kr.,59,417.0,61.9927,67.0936,11.9607,84.9943,12.5,,,Gaja
234,790.46 kr.,59,54.0,41.7034,55.4279,9.40147,59.7995,,,,Nostravita
235,2449 kr.,57,6120.0,85.0,22.806,49.9394,22.9586,,,,Tommasi
236,6167.41 kr.,56,497.0,63.7827,69.4635,9.09049,85.0,,,,Gaja
237,416.30 kr.,56,24.0,68.3405,51.0226,24.3807,36.8982,,,,Manara
238,550 kr.,55,222.0,85.0,26.8747,46.6794,25.243,,,,Castellani Michele
239,2085.60 kr.,56,417.0,61.9927,67.0936,11.9607,84.9943,,,,Gaja
240,2197 kr.,55,672.0,53.1201,58.5414,12.0625,64.4031,,,,Casanova di Neri
241,11500 kr.,54,405.0,61.6076,80.2688,9.65777,82.9995,13.5,,,Giacomo Conterno
242,999 kr.,54,26.0,85.0,41.4226,30.9808,29.7145,,,,Gianfranco Fino
243,1824.90 kr.,53,333.0,53.4388,43.0031,19.8684,46.1474,12.5,,,Tenuta di Trinoro
244,4125.76 kr.,53,425.0,45.1328,57.4962,9.45539,61.6844,,,,Biondi-Santi
245,675.96 kr.,52,100.0,51.2809,43.1345,11.9642,48.9864,,,,Antinori
246,2234.57 kr.,51,519.0,63.0573,80.3868,10.7209,85.0,,,,Gaja
247,3575.31 kr.,51,167.0,61.316,78.8191,17.7802,84.8636,14.0,,,Bruno Giacosa
248,861.48 kr.,50,15.0,85.0,16.930999999999994,49.306,22.1381,,,,Antinori
249,2529.48 kr.,50,72.0,78.2931,20.2669,49.2746,19.32,,,,Quintarelli Giuseppe
250,550.16 kr.,50,17.0,75.7478,38.7328,31.7845,24.6035,,,,Fratelli Giuliari
251,997.97 kr.,47,62.0,57.4009,39.8412,0.0,43.1156,,,,Torciano
252,4431.89 kr.,47,881.0,56.743,75.4328,7.36499,83.4459,,,,Mascarello Giuseppe e Figlio
253,216.66 kr.,45,9.0,85.0,26.7897,52.1786,24.6191,,,,Soraighe
254,2942.18 kr.,45,83.0,57.898,21.9718,14.9463,64.1713,14.5,,,Roberto Voerzio
255,879 kr.,45,1598.0,84.1716,25.1318,46.1561,25.2538,,,,Bertani
256,425 kr.,43,28.0,85.0,22.2902,46.8579,23.1242,,,,Coali
257,4022.22 kr.,43,928.0,85.0,28.1078,52.7147,22.1691,,,,Dal Forno Romano
258,1601.44 kr.,43,110.0,63.1318,75.6635,0.39944,85.0,14.0,,,Roagna
259,4021.85 kr.,41,83.0,57.898,21.9718,14.9463,64.1713,,,,Roberto Voerzio
260,1250 kr.,41,143.0,85.0,22.8448,53.1769,19.4234,,,,Bussola
261,538.44 kr.,41,8.0,72.1944,80.7963,14.7963,55.3981,,,,Tenuta Argentiera
262,1854.69 kr.,42,333.0,51.6646,57.9933,12.7994,61.9741,14.5,,,Il Marroneto
263,299 kr.,41,1719.0,60.8499,74.21300000000002,4.77758,83.9233,,,,Prunotto
264,4022.22 kr.,40,928.0,85.0,28.1078,52.7147,22.1691,15.0,,,Dal Forno Romano
265,2370.21 kr.,40,32.0,35.8056,56.7667,11.6389,62.0889,,,,Pian dell'Orino
266,962.61 kr.,40,6.0,41.9934,66.0132,0.0,69.5197,,,,Fontebuia
267,513.95 kr.,40,429.0,49.3691,54.9647,7.070289999999999,61.9095,,,,Le Chiuse
268,5993.71 kr.,40,82.0,57.5313,72.3478,8.43545,84.5337,,,,Roagna
269,685.27 kr.,43,416.0,85.0,26.5652,53.8176,23.2517,16.5,,,Brunelli
270,5495 kr.,40,1102.0,55.7506,45.8604,17.6432,46.0755,,,,Masseto
271,1969.27 kr.,41,199.0,85.0,19.5944,54.2639,20.8023,,,,Giusti
272,1999 kr.,41,22.0,80.5771,13.7326,45.3532,20.4179,,,,I Campi
273,234.69 kr.,42,1.0,85.0,17.5,45.6034,17.5,,,,Dieci Terre
274,316.19 kr.,39,11.0,49.9257,29.3564,7.45545,41.1634,,,,Il Crinale
275,2971.98 kr.,38,142.0,53.0036,40.511,1.73677,48.9413,,,,Bibi Graetz
276,603 kr.,38,14.0,84.3759,46.0927,26.4388,21.8899,,,,Viticoltori de Conciliis
277,3314.98 kr.,38,438.0,65.3398,81.6177,12.2337,85.0,,,,Domenico Clerico
278,1035.35 kr.,38,300.0,45.8364,57.4629,14.0421,66.8064,,,,Conti Costanti
279,1251.36 kr.,38,382.0,61.3094,77.8291,7.14819,82.4921,,,,Vietti
280,600 kr.,37,291.0,85.0,18.7596,49.1762,20.1828,,,,Fratelli Vogadori
281,1675.93 kr.,37,682.0,58.3255,78.3365,9.19153,82.1671,13.5,,,Bartolo Mascarello
282,1214.79 kr.,38,29.0,85.0,30.6469,48.6511,25.6554,,,,Il Canovino
283,,36,47.0,64.5432,82.2387,23.1064,83.8697,14.5,,,Roberto Voerzio
284,3053.91 kr.,36,301.0,58.4928,76.9472,8.39258,84.9511,,,,Bruno Giacosa
285,1406.62 kr.,36,45.0,42.7843,42.9815,12.4667,45.7815,,,,Podere le Ripi
286,600 kr.,36,7.0,68.1145,30.1657,42.6898,34.3223,,,,Le Calendre
287,3351.85 kr.,35,417.0,61.9927,67.0936,11.9607,84.9943,13.5,,,Gaja
288,2249.48 kr.,35,124.0,48.7323,55.1823,3.94292,63.4689,,,,Giodo
289,,35,9.0,85.0,28.45,44.9031,17.05,,,,Filippini
290,561.76 kr.,36,26.0,70.3344,43.3734,21.8519,33.6282,,,,Vinchio - Vaglio Serra
291,405.57 kr.,35,117.0,63.0529,72.3644,0.0,78.0051,,,,Fratelli Serio & Battista Borgogno
292,3314.98 kr.,34,438.0,65.3398,81.6177,12.2337,85.0,,,,Domenico Clerico
293,11500 kr.,33,405.0,61.6076,80.2688,9.65777,82.9995,,,,Giacomo Conterno
294,949.95 kr.,33,289.0,52.2284,60.3292,5.05206,64.9186,,,,Castiglion del Bosco
295,968.31 kr.,33,340.0,60.7307,77.16199999999998,11.3482,84.3193,,,,Elio Altare
296,1549.31 kr.,33,81.0,63.867,69.4237,10.6,79.2741,,,,Renato Ratti
297,,32,,85.0,42.5,17.5,17.5,,,,Mirto
298,1110.07 kr.,32,34.0,50.944,34.7556,32.1716,57.5317,,,,Aneri
299,1723.13 kr.,32,5.0,52.9,53.1,6.7,65.1,,,,Frescobaldi
300,327.74 kr.,32,826.0,45.2532,55.7658,3.4395800000000003,60.6475,,,,Camigliano
301,4022.22 kr.,32,928.0,85.0,28.1078,52.7147,22.1691,15.0,,,Dal Forno Romano
302,631.83 kr.,32,18.0,57.6863,51.1353,6.699039999999999,48.2818,,,,Tenuta Moraia
303,3314.98 kr.,31,141.0,58.8478,75.1715,7.3728,84.6321,,,,Giacomo Conterno
304,379.42 kr.,30,25.0,54.9791,53.7015,11.2871,65.0447,,,,Cava d'Onice
305,284.57 kr.,30,,,,,,,,,Lauterbach
306,1068.71 kr.,32,10.0,56.9739,47.0336,0.0,47.0448,14.0,,,Le Mortelle
307,407.46 kr.,29,5.0,69.9677,38.7056,5.41935,19.6492,,,,Villa Contea
308,3351.85 kr.,29,417.0,61.9927,67.0936,11.9607,84.9943,,,,Gaja
309,3351.85 kr.,29,417.0,61.9927,67.0936,11.9607,84.9943,13.5,,,Gaja
310,2269 kr.,29,11.0,47.6977,65.3985,0.0,81.1433,15.0,,,Elio Altare
311,2893.77 kr.,29,220.0,45.5689,39.5138,19.6554,50.1003,13.0,,,Soldera
312,582.18 kr.,28,41.0,85.0,22.2044,54.2,21.3444,,,,Domini Veneti
313,560.88 kr.,28,43.0,58.3042,68.479,15.0131,81.4738,,,,Renato Corino
314,362.22 kr.,28,625.0,48.6765,52.9753,6.44814,61.185,,,,Caparzo
315,976.66 kr.,28,7.0,85.0,34.9612,44.9547,19.2047,,,,Villa Canestrari
316,2234.57 kr.,28,536.0,49.5557,57.466,6.3948800000000015,61.7335,,,,Col d'Orcia
317,599 kr.,28,742.0,63.9209,78.1722,10.026,82.095,,,,Elio Altare
318,5981.12 kr.,28,82.0,57.5313,72.3478,8.43545,84.5337,,,,Roagna
319,555.15 kr.,27,4.0,59.1649,31.7926,36.0479,32.7979,,,,Terrulenta
320,365 kr.,27,108.0,83.4054,20.3047,47.0723,20.3856,,,,Meroni
321,,27,47.0,64.5432,82.2387,23.1064,83.8697,,,,Roberto Voerzio
322,422 kr.,27,34.0,84.1938,31.374,49.1512,25.2558,,,,Brunelli
323,499 kr.,28,15.0,44.1525,38.6992,0.0,50.928,,,,Alfredosa
324,516.41 kr.,28,4.0,85.0,15.6892,43.3513,17.1892,,,,Corte Lenguin
325,6629.22 kr.,25,520.0,42.8514,56.5698,12.7679,63.61,,,,Soldera
326,484.16 kr.,26,143.0,45.5414,59.5439,8.5948,65.1561,,,,Colleoni Marieno
327,765.82 kr.,26,2.0,45.2551,42.5,17.5,42.5,,,,Mocine
328,953 kr.,26,25.0,85.0,21.576,49.2703,24.1926,,,,Trabucchi d'Illasi
329,6167.41 kr.,27,497.0,63.7827,69.4635,9.09049,85.0,,,,Gaja
330,610.78 kr.,25,126.0,85.0,32.4386,30.1462,25.4095,,,,Masseria Frattasi
331,1200 kr.,25,753.0,63.5521,75.6073,12.719,80.3308,,,,Sandrone
332,1532.17 kr.,25,967.0,46.5931,42.647,7.75628,49.5057,,,,Montevertine
333,140 kr.,25,17.0,85.0,35.3973,54.8356,22.5548,,,,Contramalini
334,,25,6.0,57.7829,59.969,26.9322,64.1938,,,,Bricco Mollea
335,680 kr.,25,75.0,43.7651,60.1634,10.8879,66.6977,,,,Casa Raia
336,11500 kr.,25,405.0,61.6076,80.2688,9.65777,82.9995,,,,Giacomo Conterno
337,186.14 kr.,25,10.0,77.0888,29.375,39.0214,13.8322,15.5,10.0,5.0,Emera
338,349 kr.,25,116.0,85.0,24.3963,45.9908,22.4596,,,,Gamba
339,6167.41 kr.,25,497.0,63.7827,69.4635,9.09049,85.0,13.5,,,Gaja
340,879 kr.,27,1598.0,84.1716,25.1318,46.1561,25.2538,,,,Bertani
341,775 kr.,7120,12006.0,51.8706,41.4887,10.1929,44.4029,14.0,,,Antinori
342,2228.36 kr.,6158,7839.0,61.8765,64.8046,10.8157,54.8693,13.5,,,Tenuta San Guido
343,1935.83 kr.,6043,7839.0,61.8765,64.8046,10.8157,54.8693,13.5,,,Tenuta San Guido
344,2368.64 kr.,5514,7839.0,61.8765,64.8046,10.8157,54.8693,13.5,,,Tenuta San Guido
345,2990.97 kr.,5478,7839.0,61.8765,64.8046,10.8157,54.8693,17.0,,,Tenuta San Guido
346,2295 kr.,4479,7839.0,61.8765,64.8046,10.8157,54.8693,14.0,,,Tenuta San Guido
347,2682.50 kr.,3679,7839.0,61.8765,64.8046,10.8157,54.8693,13.5,,,Tenuta San Guido
348,2003.66 kr.,3028,7839.0,61.8765,64.8046,10.8157,54.8693,13.5,,,Tenuta San Guido
349,1618.31 kr.,2713,4669.0,64.3908,64.8157,12.995,53.9656,14.5,,,Ornellaia
350,2750 kr.,2634,7839.0,61.8765,64.8046,10.8157,54.8693,13.5,,,Tenuta San Guido
351,2137.36 kr.,2516,4669.0,64.3908,64.8157,12.995,53.9656,14.5,,,Ornellaia
352,2591.20 kr.,2419,7839.0,61.8765,64.8046,10.8157,54.8693,13.5,,,Tenuta San Guido
353,4214.02 kr.,2400,7839.0,61.8765,64.8046,10.8157,54.8693,13.5,,,Tenuta San Guido
354,2137.36 kr.,2239,4669.0,64.3908,64.8157,12.995,53.9656,14.5,,,Ornellaia
355,299 kr.,2174,490.0,55.0559,36.7017,26.07800000000001,57.9992,14.5,13.0,6.0,Tenuta Ulisse
356,1773.13 kr.,2099,4669.0,64.3908,64.8157,12.995,53.9656,15.0,,,Ornellaia
357,2137.36 kr.,2081,4669.0,64.3908,64.8157,12.995,53.9656,14.0,,,Ornellaia
358,3888.94 kr.,2067,7839.0,61.8765,64.8046,10.8157,54.8693,14.0,,,Tenuta San Guido
359,4240.09 kr.,1815,7839.0,61.8765,64.8046,10.8157,54.8693,13.5,,,Tenuta San Guido
360,2309.05 kr.,1774,4669.0,64.3908,64.8157,12.995,53.9656,14.5,,,Ornellaia
361,1191.77 kr.,1717,3071.0,50.3675,57.3242,12.4411,63.49100000000001,12.5,,,Casanova di Neri
362,2149 kr.,1647,3044.0,52.1497,41.1873,14.8661,44.3272,14.5,,,Antinori
363,4214.02 kr.,1591,7839.0,61.8765,64.8046,10.8157,54.8693,13.5,,,Tenuta San Guido
364,2160.08 kr.,1574,4669.0,64.3908,64.8157,12.995,53.9656,13.5,,,Ornellaia
365,1854.69 kr.,1460,7839.0,61.8765,64.8046,10.8157,54.8693,13.5,,,Tenuta San Guido
366,2240.82 kr.,1441,3044.0,52.1497,41.1873,14.8661,44.3272,14.0,,,Antinori
367,2247 kr.,1442,3044.0,52.1497,41.1873,14.8661,44.3272,13.5,,,Antinori
368,1888 kr.,1394,3044.0,52.1497,41.1873,14.8661,44.3272,14.0,,,Antinori
369,1998.50 kr.,1262,3044.0,52.1497,41.1873,14.8661,44.3272,,,,Antinori
370,1998.50 kr.,1223,3044.0,52.1497,41.1873,14.8661,44.3272,18.0,,,Antinori
371,2312.78 kr.,1177,4669.0,64.3908,64.8157,12.995,53.9656,14.5,,,Ornellaia
372,2312.78 kr.,1090,4669.0,64.3908,64.8157,12.995,53.9656,14.5,,,Ornellaia
373,2505.55 kr.,1012,3044.0,52.1497,41.1873,14.8661,44.3272,14.0,,,Antinori
374,3587.54 kr.,972,3044.0,52.1497,41.1873,14.8661,44.3272,13.5,,,Antinori
375,1867.30 kr.,964,4669.0,64.3908,64.8157,12.995,53.9656,14.5,0.0,,Ornellaia
376,999 kr.,948,656.0,47.7731,54.9093,10.3021,64.2117,14.5,,,Banfi
377,600 kr.,935,291.0,85.0,18.7596,49.1762,20.1828,,,,Fratelli Vogadori
378,2310.07 kr.,920,3044.0,52.1497,41.1873,14.8661,44.3272,13.5,,,Antinori
379,6013.22 kr.,892,7839.0,61.8765,64.8046,10.8157,54.8693,12.5,,,Tenuta San Guido
380,3314.98 kr.,871,4669.0,64.3908,64.8157,12.995,53.9656,13.5,,,Ornellaia
381,2312.78 kr.,831,4669.0,64.3908,64.8157,12.995,53.9656,14.5,,,Ornellaia
